Year,Experiment,Site,Burn Trt,Watershed,Block,Plot,spnum,June,August,Comments
2024,Ghost Fire,Konza,Unburned,20C,B,5,66,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,407,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,72,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,79,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,86,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,90,,1,
2024,Ghost Fire,Konza,Unburned,20C,B,5,102,2,1,
2024,Ghost Fire,Konza,Unburned,20C,B,5,111,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,118,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,120,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,121,,1,
2024,Ghost Fire,Konza,Unburned,20C,B,5,122,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,128,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,132,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,43,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,140,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,143,1,1,
2024,Ghost Fire,Konza,Unburned,20C,B,5,533,,1,
2024,Ghost Fire,Konza,Unburned,20C,B,5,49,,,
2024,Ghost Fire,Konza,Unburned,20C,B,5,127,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,2,,40,
2024,Ghost Fire,Konza,Unburned,20C,B,6,3,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,4,,7,
2024,Ghost Fire,Konza,Unburned,20C,B,6,14,2,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,178,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,9,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,11,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,15,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,17,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,18,,50,
2024,Ghost Fire,Konza,Unburned,20C,B,6,21,,1,
2024,Ghost Fire,Konza,Unburned,20C,B,6,23,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,34,3,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,33,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,31,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,78,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,44,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,211,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,46,,11,
2024,Ghost Fire,Konza,Unburned,20C,B,6,40,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,52,,2,
2024,Ghost Fire,Konza,Unburned,20C,B,6,54,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,55,2,2,
2024,Ghost Fire,Konza,Unburned,20C,B,6,56,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,58,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,59,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,60,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,61,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,66,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,407,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,72,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,79,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,86,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,90,,1,
2024,Ghost Fire,Konza,Unburned,20C,B,6,102,1,1,
2024,Ghost Fire,Konza,Unburned,20C,B,6,111,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,118,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,120,1,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,121,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,122,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,128,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,132,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,43,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,140,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,143,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,49,,,
2024,Ghost Fire,Konza,Unburned,20C,B,6,71,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,2,,45,
2024,Ghost Fire,Konza,Unburned,20C,C,1,3,,25,
2024,Ghost Fire,Konza,Unburned,20C,C,1,4,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,14,2,2,
2024,Ghost Fire,Konza,Unburned,20C,C,1,178,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,9,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,11,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,15,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,17,1,1,
2024,Ghost Fire,Konza,Unburned,20C,C,1,18,,40,
2024,Ghost Fire,Konza,Unburned,20C,C,1,21,,30,
2024,Ghost Fire,Konza,Unburned,20C,C,1,23,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,34,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,33,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,31,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,71,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,44,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,211,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,46,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,1,40,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,52,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,265,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,55,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,56,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,58,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,59,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,60,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,61,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,66,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,407,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,72,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,79,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,86,,2,
2024,Ghost Fire,Konza,Unburned,20C,C,1,90,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,102,1,3,
2024,Ghost Fire,Konza,Unburned,20C,C,1,111,1,1,
2024,Ghost Fire,Konza,Unburned,20C,C,1,118,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,120,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,121,,3,
2024,Ghost Fire,Konza,Unburned,20C,C,1,122,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,128,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,132,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,43,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,140,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,134,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,228,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,143,,,
2024,Ghost Fire,Konza,Unburned,20C,C,1,78,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,2,,70,
2024,Ghost Fire,Konza,Unburned,20C,C,2,3,,20,
2024,Ghost Fire,Konza,Unburned,20C,C,2,4,,4,
2024,Ghost Fire,Konza,Unburned,20C,C,2,14,1,3,
2024,Ghost Fire,Konza,Unburned,20C,C,2,178,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,9,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,11,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,15,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,17,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,18,,20,
2024,Ghost Fire,Konza,Unburned,20C,C,2,21,,7,
2024,Ghost Fire,Konza,Unburned,20C,C,2,23,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,34,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,33,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,31,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,71,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,44,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,211,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,46,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,2,40,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,52,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,265,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,55,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,56,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,58,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,59,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,60,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,61,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,66,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,407,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,72,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,79,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,86,,6,
2024,Ghost Fire,Konza,Unburned,20C,C,2,90,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,102,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,111,1,2,
2024,Ghost Fire,Konza,Unburned,20C,C,2,118,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,120,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,121,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,122,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,128,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,2,132,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,43,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,140,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,134,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,228,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,143,,,
2024,Ghost Fire,Konza,Unburned,20C,C,2,,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,2,,45,
2024,Ghost Fire,Konza,Unburned,20C,C,3,3,,40,
2024,Ghost Fire,Konza,Unburned,20C,C,3,4,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,3,14,1,3,
2024,Ghost Fire,Konza,Unburned,20C,C,3,178,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,9,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,11,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,15,,5,
2024,Ghost Fire,Konza,Unburned,20C,C,3,17,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,18,,15,
2024,Ghost Fire,Konza,Unburned,20C,C,3,21,,7,
2024,Ghost Fire,Konza,Unburned,20C,C,3,23,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,34,1,1,
2024,Ghost Fire,Konza,Unburned,20C,C,3,33,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,3,31,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,71,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,44,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,211,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,46,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,40,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,52,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,265,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,55,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,56,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,58,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,3,59,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,60,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,61,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,66,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,407,1,2,
2024,Ghost Fire,Konza,Unburned,20C,C,3,72,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,79,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,86,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,90,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,102,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,111,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,118,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,120,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,121,,2,
2024,Ghost Fire,Konza,Unburned,20C,C,3,122,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,128,,6,
2024,Ghost Fire,Konza,Unburned,20C,C,3,132,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,43,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,140,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,134,,,
2024,Ghost Fire,Konza,Unburned,20C,C,3,265,1,1,
2024,Ghost Fire,Konza,Unburned,20C,C,3,134,1,1,
2024,Ghost Fire,Konza,Unburned,20C,C,3,,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,2,,70,
2024,Ghost Fire,Konza,Unburned,20C,C,4,3,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,4,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,14,2,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,178,20,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,9,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,11,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,15,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,17,7,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,18,,10,
2024,Ghost Fire,Konza,Unburned,20C,C,4,21,,13,
2024,Ghost Fire,Konza,Unburned,20C,C,4,23,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,34,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,33,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,4,31,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,71,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,44,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,211,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,46,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,40,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,52,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,4,265,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,55,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,56,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,58,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,59,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,60,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,61,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,66,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,407,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,72,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,79,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,86,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,90,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,102,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,111,2,2,
2024,Ghost Fire,Konza,Unburned,20C,C,4,118,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,120,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,121,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,122,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,128,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,132,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,43,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,140,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,134,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,228,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,143,,,
2024,Ghost Fire,Konza,Unburned,20C,C,4,116,1,1,
2024,Ghost Fire,Konza,Unburned,20C,C,5,2,,30,
2024,Ghost Fire,Konza,Unburned,20C,C,5,3,,16,
2024,Ghost Fire,Konza,Unburned,20C,C,5,4,,20,
2024,Ghost Fire,Konza,Unburned,20C,C,5,14,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,178,40,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,9,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,11,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,15,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,17,3,8,
2024,Ghost Fire,Konza,Unburned,20C,C,5,18,,15,
2024,Ghost Fire,Konza,Unburned,20C,C,5,21,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,5,23,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,34,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,33,1,3,
2024,Ghost Fire,Konza,Unburned,20C,C,5,31,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,71,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,44,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,211,,3,
2024,Ghost Fire,Konza,Unburned,20C,C,5,46,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,40,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,52,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,265,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,55,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,56,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,58,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,59,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,60,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,61,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,66,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,407,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,72,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,79,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,86,,3,
2024,Ghost Fire,Konza,Unburned,20C,C,5,90,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,102,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,111,1,1,
2024,Ghost Fire,Konza,Unburned,20C,C,5,118,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,120,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,121,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,122,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,128,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,132,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,43,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,140,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,134,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,143,2,1,
2024,Ghost Fire,Konza,Unburned,20C,C,5,78,,,
2024,Ghost Fire,Konza,Unburned,20C,C,5,199,1,1,
2024,Ghost Fire,Konza,Unburned,20C,C,6,2,,35,
2024,Ghost Fire,Konza,Unburned,20C,C,6,3,,5,
2024,Ghost Fire,Konza,Unburned,20C,C,6,4,,3,
2024,Ghost Fire,Konza,Unburned,20C,C,6,14,1,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,178,2,6,
2024,Ghost Fire,Konza,Unburned,20C,C,6,9,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,11,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,15,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,17,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,6,18,,30,
2024,Ghost Fire,Konza,Unburned,20C,C,6,21,,25,
2024,Ghost Fire,Konza,Unburned,20C,C,6,23,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,34,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,33,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,6,31,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,71,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,44,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,211,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,46,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,40,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,52,,4,
2024,Ghost Fire,Konza,Unburned,20C,C,6,265,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,55,1,2,
2024,Ghost Fire,Konza,Unburned,20C,C,6,56,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,58,,1,
2024,Ghost Fire,Konza,Unburned,20C,C,6,59,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,60,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,61,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,66,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,407,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,72,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,79,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,86,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,90,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,102,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,111,2,1,
2024,Ghost Fire,Konza,Unburned,20C,C,6,118,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,120,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,121,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,122,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,128,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,132,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,43,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,140,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,134,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,228,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,143,,,
2024,Ghost Fire,Konza,Unburned,20C,C,6,,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,2,,9,
2024,Ghost Fire,Konza,Unburned,20B,D,1,3,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,4,,10,
2024,Ghost Fire,Konza,Unburned,20B,D,1,14,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,178,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,9,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,11,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,15,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,17,2,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,18,,30,
2024,Ghost Fire,Konza,Unburned,20B,D,1,21,,40,
2024,Ghost Fire,Konza,Unburned,20B,D,1,23,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,34,10,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,33,1,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,31,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,462,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,44,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,211,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,46,,3,
2024,Ghost Fire,Konza,Unburned,20B,D,1,40,3,4,
2024,Ghost Fire,Konza,Unburned,20B,D,1,52,,1,
2024,Ghost Fire,Konza,Unburned,20B,D,1,54,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,55,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,56,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,58,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,59,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,60,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,61,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,66,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,407,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,72,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,79,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,86,,8,
2024,Ghost Fire,Konza,Unburned,20B,D,1,90,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,102,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,111,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,118,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,120,1,1,
2024,Ghost Fire,Konza,Unburned,20B,D,1,121,,1,
2024,Ghost Fire,Konza,Unburned,20B,D,1,122,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,128,,23,
2024,Ghost Fire,Konza,Unburned,20B,D,1,132,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,43,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,140,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,78,,,
2024,Ghost Fire,Konza,Unburned,20B,D,1,410,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,2,,15,
2024,Ghost Fire,Konza,Unburned,20B,D,2,3,,25,
2024,Ghost Fire,Konza,Unburned,20B,D,2,4,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,14,1,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,178,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,9,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,11,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,15,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,17,3,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,18,,7,
2024,Ghost Fire,Konza,Unburned,20B,D,2,21,,50,
2024,Ghost Fire,Konza,Unburned,20B,D,2,23,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,,,1,Muhlenbergia? SK 10:28
2024,Ghost Fire,Konza,Unburned,20B,D,2,34,8,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,33,1,1,
2024,Ghost Fire,Konza,Unburned,20B,D,2,31,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,462,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,44,2,3,
2024,Ghost Fire,Konza,Unburned,20B,D,2,211,,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,46,,2,
2024,Ghost Fire,Konza,Unburned,20B,D,2,40,2,,
2024,Ghost Fire,Konza,Unburned,20B,D,2,52,,7,
2024,Ghost Fire,Konza,Unburned,20B,D,2,54,,,
